Annual_Income,Monthly_Average_Spend,Transactions_Per_Month,Online_Offline_Spend_Ratio,Travel_Spend_Ratio,Dining_Spend_Ratio,Transaction_Summary,Reward_Tier
340948,29196,85,0.72,0.46,0.42,international travel & restaurant visit & online shopping,Basic
926997,63976,22,0.94,0.14,0.14,online shopping,Gold
524158,78976,25,0.65,0.58,0.33,flight booking & fine dining & online shopping,Basic
261777,43698,90,0.41,0.37,0.19,flight booking,Basic
897144,45171,54,0.57,0.0,0.24,electronics purchase,Gold
1423249,79335,10,0.54,0.25,0.11,electronics purchase,Gold
798482,60111,54,0.58,0.26,0.32,restaurant visit & online shopping,Gold
1009622,58724,84,0.15,0.49,0.11,hotel stay,Gold
820457,26181,70,0.7,0.18,0.24,online shopping,Basic
775277,63574,5,0.15,0.2,0.16,online shopping,Gold
1029769,31417,61,0.01,0.04,0.48,restaurant visit,Basic
727431,27319,34,0.62,0.17,0.49,fine dining & online shopping,Basic
866848,43064,62,0.12,0.43,0.38,international travel & fine dining,Gold
880424,38284,56,0.77,0.38,0.49,international travel & restaurant visit & electronics purchase,Basic
632977,45568,41,0.87,0.05,0.06,electronics purchase,Basic
1048010,21180,52,0.94,0.07,0.5,restaurant visit & online shopping,Basic
756260,69176,91,0.66,0.23,0.05,electronics purchase,Gold
611063,72553,5,0.48,0.45,0.21,international travel,Basic
934127,11053,23,0.35,0.5,0.12,hotel stay,Basic
575383,69569,50,0.49,0.01,0.48,restaurant visit,Basic
807045,33789,71,0.19,0.2,0.32,restaurant visit,Basic
797720,67139,6,0.35,0.25,0.3,international travel,Gold
1071473,48631,60,0.72,0.55,0.5,hotel stay & fine dining & online shopping,Gold
918674,50575,21,0.22,0.3,0.31,hotel stay & restaurant visit,Gold
793743,46298,96,0.26,0.16,0.32,fine dining,Gold
1004441,74242,86,0.75,0.23,0.02,electronics purchase,Gold
1147551,25208,83,0.18,0.26,0.43,restaurant visit,Basic
939452,62156,26,0.25,0.4,0.49,international travel & fine dining,Gold
802588,72026,31,0.02,0.02,0.48,restaurant visit,Gold
472040,64326,59,0.72,0.23,0.11,electronics purchase,Basic
533721,96493,36,0.62,0.39,0.11,hotel stay & electronics purchase,Basic
723693,39421,64,0.69,0.17,0.18,electronics purchase,Basic
647621,69146,87,0.21,0.36,0.16,hotel stay,Basic
753257,47878,32,0.69,0.21,0.15,online shopping,Gold
814162,74668,32,0.6,0.46,0.3,international travel & restaurant visit & electronics purchase,Gold
932423,49846,78,0.37,0.04,0.4,restaurant visit,Gold
782375,42242,88,0.44,0.55,0.47,flight booking & restaurant visit,Gold
921625,76121,29,0.57,0.1,0.03,online shopping,Gold
816118,40168,89,0.49,0.1,0.14,electronics purchase,Gold
306133,21745,82,0.64,0.5,0.13,international travel & online shopping,Basic
565166,39663,90,0.18,0.52,0.18,hotel stay,Basic
763978,62380,30,0.54,0.06,0.21,electronics purchase,Gold
497576,77840,79,0.45,0.55,0.19,international travel,Basic
949982,52222,75,0.46,0.16,0.48,restaurant visit,Gold
1182687,76363,21,0.47,0.37,0.22,international travel,Gold
1104690,22836,86,0.88,0.04,0.28,electronics purchase,Basic
746639,41134,11,0.82,0.23,0.37,fine dining & online shopping,Gold
1172681,44228,60,0.63,0.27,0.36,restaurant visit & electronics purchase,Gold
837166,47708,68,0.72,0.36,0.29,flight booking & online shopping,Gold
715728,51681,24,0.04,0.32,0.43,international travel & fine dining,Gold
646649,63818,42,0.74,0.28,0.31,fine dining & online shopping,Basic
724382,41103,79,0.49,0.58,0.44,international travel & fine dining,Gold
702955,52780,62,0.32,0.11,0.15,grocery shopping,Gold
842604,49097,20,0.14,0.09,0.07,flight booking,Gold
840143,31482,55,0.08,0.43,0.41,flight booking & restaurant visit,Basic
800761,47726,31,0.04,0.04,0.19,fuel refill,Gold
909234,47126,55,0.16,0.29,0.33,restaurant visit,Gold
1097661,46698,79,0.03,0.29,0.37,fine dining,Gold
1037388,50635,20,0.73,0.19,0.16,online shopping,Gold
428775,51513,91,0.25,0.56,0.25,flight booking,Basic
200000,41354,64,0.37,0.17,0.45,fine dining,Basic
1033579,75454,80,0.82,0.17,0.44,restaurant visit & electronics purchase,Gold
458280,26610,44,0.11,0.14,0.37,restaurant visit,Basic
743808,35580,71,0.84,0.09,0.38,fine dining & electronics purchase,Basic
507471,105599,6,0.64,0.22,0.45,restaurant visit & electronics purchase,Basic
349504,29240,52,0.34,0.41,0.37,international travel & fine dining,Platinum
935365,22924,56,0.12,0.45,0.17,flight booking,Basic
989788,64689,28,0.09,0.49,0.06,international travel,Gold
655872,8457,97,0.34,0.12,0.21,international travel,Basic
200000,45294,88,0.14,0.02,0.04,grocery shopping,Platinum
663438,92916,86,0.27,0.58,0.06,international travel,Basic
897951,19101,82,0.05,0.01,0.48,fine dining,Basic
430272,10360,86,0.6,0.58,0.34,flight booking & restaurant visit & online shopping,Basic
845839,20016,6,0.15,0.5,0.43,flight booking & restaurant visit,Basic
796172,67967,69,0.76,0.55,0.32,hotel stay & fine dining & electronics purchase,Gold
944822,72495,24,0.22,0.23,0.21,flight booking,Gold
829895,39748,38,0.8,0.12,0.01,online shopping,Basic
556732,63664,45,0.19,0.36,0.48,hotel stay & fine dining,Basic
1099142,77805,45,0.72,0.44,0.04,hotel stay & electronics purchase,Gold
760367,85746,79,0.33,0.08,0.31,restaurant visit,Gold
793173,45073,95,0.58,0.48,0.05,international travel & electronics purchase,Gold
566683,5000,27,0.04,0.13,0.14,fine dining,Basic
689179,33582,42,0.5,0.3,0.09,movie tickets,Basic
578799,41463,48,0.15,0.51,0.28,hotel stay,Basic
756763,44821,71,0.49,0.12,0.44,restaurant visit,Gold
1227927,46242,66,0.14,0.15,0.32,fine dining,Gold
457024,72377,16,0.44,0.04,0.33,fine dining,Basic
396609,75488,34,0.11,0.09,0.45,restaurant visit,Basic
1167792,46566,99,0.22,0.09,0.37,fine dining,Gold
747669,71969,91,0.6,0.12,0.43,restaurant visit & electronics purchase,Gold
632731,57153,69,0.98,0.17,0.21,online shopping,Basic
1059976,51290,45,0.45,0.49,0.43,flight booking & restaurant visit,Gold
648596,68130,24,0.69,0.55,0.32,hotel stay & fine dining & online shopping,Basic
1256502,51445,10,0.54,0.24,0.07,electronics purchase,Gold
969481,91156,79,0.5,0.08,0.02,online shopping,Gold
678022,21231,8,0.06,0.13,0.12,movie tickets,Basic
1339327,39696,97,0.14,0.44,0.19,hotel stay,Basic
648571,47469,14,0.88,0.41,0.42,flight booking & restaurant visit & online shopping,Basic
985523,58789,55,0.41,0.58,0.37,flight booking & fine dining,Gold
874823,75359,97,0.61,0.01,0.48,restaurant visit & electronics purchase,Gold
1125435,49512,42,0.53,0.45,0.28,flight booking & online shopping,Gold
1190377,21555,5,0.38,0.3,0.37,hotel stay & restaurant visit,Basic
808001,66850,12,0.39,0.54,0.14,flight booking,Gold
611645,65099,85,0.56,0.35,0.34,hotel stay & restaurant visit & electronics purchase,Basic
914993,11162,87,0.14,0.27,0.35,restaurant visit,Basic
630571,49923,67,0.39,0.4,0.42,international travel & fine dining,Basic
1303346,18197,37,0.45,0.5,0.27,hotel stay,Basic
834133,36706,19,0.99,0.17,0.32,restaurant visit & online shopping,Basic
708669,31943,35,0.35,0.06,0.1,flight booking,Basic
846170,66185,25,0.64,0.26,0.37,fine dining & electronics purchase,Gold
463218,52336,7,0.14,0.13,0.42,restaurant visit,Basic
557096,24288,70,0.07,0.26,0.3,fine dining,Basic
1100103,67601,39,0.87,0.59,0.06,hotel stay & electronics purchase,Gold
635776,21323,45,0.73,0.34,0.16,international travel & online shopping,Platinum
538272,56602,63,0.32,0.42,0.24,international travel,Basic
934163,33719,20,0.5,0.41,0.34,hotel stay & restaurant visit & online shopping,Basic
1096426,42686,60,0.14,0.49,0.16,flight booking,Gold
979738,60085,49,0.71,0.57,0.42,flight booking & restaurant visit & online shopping,Gold
1049011,60428,63,0.07,0.4,0.19,hotel stay,Gold
610801,76739,54,0.76,0.29,0.02,electronics purchase,Basic
444547,48354,89,0.55,0.19,0.4,restaurant visit & electronics purchase,Basic
1175333,56129,16,0.28,0.22,0.32,fine dining,Gold
719330,41245,96,0.86,0.2,0.4,fine dining & online shopping,Gold
737291,53639,16,0.99,0.19,0.17,electronics purchase,Gold
1132048,58789,37,0.25,0.42,0.01,international travel,Gold
939057,48033,88,0.81,0.35,0.04,international travel & electronics purchase,Gold
913971,13924,53,0.75,0.12,0.06,online shopping,Basic
1341250,56629,25,0.75,0.58,0.4,international travel & fine dining & online shopping,Gold
639120,57291,64,0.96,0.26,0.15,online shopping,Basic
1031960,36396,56,0.49,0.34,0.5,international travel & fine dining,Platinum
814253,24312,58,0.67,0.42,0.38,flight booking & restaurant visit & electronics purchase,Basic
867148,79517,43,0.82,0.37,0.3,flight booking & fine dining & electronics purchase,Gold
1182117,59828,53,0.48,0.19,0.49,fine dining,Gold
926958,45418,68,0.48,0.48,0.16,international travel,Gold
934574,27259,90,0.32,0.07,0.08,restaurant visit,Basic
1068126,33563,30,0.78,0.34,0.37,flight booking & restaurant visit & online shopping,Basic
708761,76051,75,0.69,0.16,0.14,electronics purchase,Gold
590197,52753,11,0.45,0.37,0.48,hotel stay & fine dining,Basic
538797,38988,76,0.42,0.13,0.49,restaurant visit,Basic
308410,60193,66,0.07,0.46,0.46,international travel & restaurant visit,Basic
1314051,33712,94,0.01,0.14,0.47,fine dining,Basic
524197,80016,92,0.53,0.53,0.31,hotel stay & restaurant visit & online shopping,Basic
744686,77056,28,0.42,0.52,0.35,international travel & fine dining,Gold
730796,40668,44,0.8,0.22,0.05,online shopping,Gold
876851,37426,80,0.54,0.23,0.38,fine dining & electronics purchase,Basic
1003934,5000,51,0.94,0.42,0.1,hotel stay & online shopping,Basic
1015118,20368,12,0.2,0.05,0.42,fine dining,Basic
654230,23210,58,0.99,0.05,0.48,fine dining & electronics purchase,Basic
758219,52703,13,0.3,0.08,0.11,flight booking,Gold
870644,43475,7,0.64,0.34,0.04,hotel stay & electronics purchase,Gold
737827,23093,58,0.5,0.09,0.24,online shopping,Basic
1201836,44376,25,0.36,0.17,0.4,fine dining,Gold
922743,60106,99,0.14,0.39,0.39,international travel & restaurant visit,Gold
983719,60556,52,0.13,0.01,0.35,restaurant visit,Gold
965720,12006,51,0.71,0.11,0.41,restaurant visit & electronics purchase,Basic
1093368,47434,92,0.38,0.56,0.09,hotel stay,Gold
845255,22333,72,0.96,0.4,0.33,hotel stay & fine dining & online shopping,Basic
475792,68034,88,0.33,0.18,0.3,restaurant visit,Basic
899921,65682,67,0.98,0.03,0.08,online shopping,Gold
637160,32039,20,0.21,0.35,0.21,flight booking,Basic
667845,34679,78,0.1,0.13,0.43,restaurant visit,Basic
946591,40774,94,0.31,0.58,0.49,international travel & fine dining,Gold
1109570,5000,97,0.89,0.41,0.33,international travel & fine dining & online shopping,Basic
805317,56719,9,0.52,0.58,0.46,flight booking & restaurant visit & electronics purchase,Gold
877208,44543,15,0.14,0.51,0.07,international travel,Gold
1225553,69403,33,0.2,0.29,0.49,restaurant visit,Gold
860188,28031,83,0.31,0.4,0.02,international travel,Basic
1450420,37617,74,0.59,0.49,0.26,hotel stay & online shopping,Platinum
941377,19869,52,0.33,0.35,0.15,flight booking,Basic
359809,29914,19,0.75,0.04,0.41,restaurant visit & electronics purchase,Basic
988335,26360,88,0.62,0.28,0.11,online shopping,Basic
895289,69919,38,0.87,0.08,0.01,electronics purchase,Gold
1122438,36034,64,0.5,0.43,0.21,flight booking & online shopping,Basic
968295,52483,66,0.33,0.41,0.03,flight booking,Gold
765386,42384,6,1.0,0.6,0.15,international travel & electronics purchase,Gold
493925,24610,84,0.36,0.38,0.32,international travel & fine dining,Basic
747744,46633,23,0.43,0.48,0.15,flight booking,Gold
587369,61982,53,0.81,0.16,0.12,online shopping,Basic
654869,25844,82,0.09,0.2,0.08,hotel stay,Basic
947144,66182,92,0.39,0.55,0.07,flight booking,Gold
1217476,33005,32,0.09,0.45,0.26,international travel,Basic
898667,40340,52,0.14,0.39,0.34,flight booking & restaurant visit,Gold
501029,60613,41,0.0,0.15,0.23,international travel,Basic
911150,36731,78,0.01,0.42,0.06,international travel,Basic
1099157,50751,53,0.38,0.53,0.32,international travel & fine dining,Gold
647554,43706,52,0.81,0.14,0.28,online shopping,Basic
766495,52587,77,0.59,0.42,0.19,international travel & online shopping,Gold
803672,5000,92,0.63,0.24,0.17,electronics purchase,Basic
603775,13406,33,0.52,0.07,0.09,electronics purchase,Basic
962070,62319,64,0.82,0.46,0.07,flight booking & online shopping,Gold
769762,70743,33,0.88,0.1,0.17,online shopping,Gold
904883,31790,62,0.85,0.15,0.02,online shopping,Basic
578126,45119,52,0.81,0.47,0.22,international travel & electronics purchase,Basic
690635,55894,27,0.18,0.45,0.3,flight booking & restaurant visit,Basic
980595,63864,31,0.59,0.15,0.47,restaurant visit & online shopping,Gold
706791,9446,99,0.58,0.56,0.31,hotel stay & fine dining & online shopping,Basic
1231740,32279,11,0.53,0.13,0.31,restaurant visit & electronics purchase,Basic
700090,43348,53,0.48,0.6,0.19,hotel stay,Gold
856171,64062,58,0.09,0.44,0.07,flight booking,Gold
1033147,99968,72,0.1,0.24,0.22,movie tickets,Gold
445408,45439,82,0.9,0.08,0.3,online shopping,Basic
359797,21860,46,0.63,0.19,0.36,restaurant visit & electronics purchase,Basic
418585,58045,78,0.26,0.12,0.41,fine dining,Basic
1115646,76419,63,0.28,0.37,0.13,hotel stay,Gold
662035,52160,48,0.61,0.21,0.12,electronics purchase,Basic
1439549,31867,30,0.41,0.18,0.28,movie tickets,Basic
658938,69159,27,0.44,0.45,0.28,hotel stay,Basic
846137,63270,77,0.06,0.14,0.11,online shopping,Gold
1185527,29478,12,0.14,0.35,0.29,hotel stay,Basic
1301523,57628,57,0.39,0.12,0.17,fine dining,Gold
1315375,69945,18,0.7,0.43,0.32,hotel stay & restaurant visit & online shopping,Gold
1102091,73637,75,0.05,0.38,0.15,international travel,Platinum
1056015,48671,11,0.33,0.48,0.3,hotel stay,Gold
948131,42838,13,0.7,0.04,0.38,fine dining & online shopping,Gold
994590,74545,7,0.79,0.13,0.49,restaurant visit & online shopping,Gold
662203,25796,82,0.19,0.09,0.46,restaurant visit,Basic
595450,58771,21,0.73,0.11,0.25,online shopping,Basic
799156,22599,48,0.96,0.06,0.24,electronics purchase,Basic
757453,71307,90,0.91,0.34,0.22,hotel stay & online shopping,Gold
686692,44839,50,0.79,0.36,0.01,hotel stay & online shopping,Basic
974096,75371,94,0.71,0.51,0.08,hotel stay & online shopping,Platinum
1038826,59828,62,0.24,0.25,0.03,fuel refill,Gold
822101,25535,32,0.63,0.32,0.35,international travel & fine dining & electronics purchase,Basic
1169382,78492,18,0.64,0.59,0.21,hotel stay & online shopping,Gold
514577,81024,13,0.41,0.32,0.03,international travel,Basic
751585,67645,30,0.49,0.34,0.35,international travel & fine dining,Gold
620794,34768,6,0.69,0.6,0.32,flight booking & restaurant visit & electronics purchase,Basic
333365,43879,79,0.95,0.6,0.36,international travel & fine dining & online shopping,Platinum
779329,52908,85,0.3,0.25,0.3,grocery shopping,Gold
769563,35925,38,0.25,0.38,0.08,international travel,Basic
1178362,83846,23,0.6,0.29,0.03,online shopping,Gold
957702,52886,43,0.13,0.43,0.41,hotel stay & fine dining,Gold
543953,5000,86,0.58,0.56,0.11,hotel stay & electronics purchase,Basic
1263523,56787,17,0.09,0.19,0.27,flight booking,Gold
1105258,43036,9,0.49,0.49,0.24,flight booking,Gold
945524,48501,54,0.62,0.39,0.46,flight booking & fine dining & electronics purchase,Gold
743378,42627,27,0.07,0.17,0.28,grocery shopping,Gold
560140,66140,92,0.21,0.48,0.29,international travel,Basic
706948,72393,33,0.34,0.26,0.16,international travel,Gold
1072187,55661,76,0.37,0.07,0.48,fine dining,Gold
1271146,43213,30,0.68,0.6,0.31,hotel stay & fine dining & electronics purchase,Gold
1185810,49173,83,0.53,0.26,0.0,electronics purchase,Gold
677787,50391,61,0.38,0.32,0.28,hotel stay,Platinum
520095,33951,5,0.45,0.48,0.18,hotel stay,Basic
835221,61578,32,0.01,0.58,0.02,international travel,Gold
357890,59200,66,0.77,0.52,0.22,international travel & electronics purchase,Basic
880791,80808,51,0.04,0.32,0.39,hotel stay & restaurant visit,Gold
763099,75106,82,0.83,0.33,0.25,hotel stay & electronics purchase,Gold
683490,36286,63,0.54,0.17,0.32,restaurant visit & online shopping,Basic
401324,66405,35,0.53,0.28,0.32,restaurant visit & electronics purchase,Basic
928400,30980,74,0.7,0.57,0.34,flight booking & restaurant visit & electronics purchase,Basic
666824,63918,53,0.86,0.44,0.19,hotel stay & online shopping,Basic
507520,39667,9,0.94,0.01,0.19,online shopping,Basic
200000,29534,35,0.54,0.07,0.0,online shopping,Basic
793121,55600,41,0.15,0.55,0.08,flight booking,Gold
1243062,5000,83,0.88,0.51,0.48,hotel stay & restaurant visit & electronics purchase,Platinum
1215314,14980,19,0.04,0.29,0.42,fine dining,Basic
685725,46450,56,0.81,0.37,0.14,flight booking & electronics purchase,Basic
649446,51648,73,0.68,0.17,0.2,online shopping,Basic
917193,42613,96,0.9,0.48,0.47,hotel stay & fine dining & electronics purchase,Gold
550403,18411,15,0.9,0.36,0.13,international travel & electronics purchase,Basic
875447,33642,47,0.05,0.42,0.27,hotel stay,Basic
991520,57824,74,0.61,0.22,0.01,electronics purchase,Gold
1106733,61635,27,0.12,0.26,0.31,restaurant visit,Gold
774961,49675,44,0.08,0.12,0.47,restaurant visit,Gold
749081,73136,67,0.45,0.57,0.44,flight booking & restaurant visit,Gold
580504,57947,6,0.1,0.57,0.25,flight booking,Basic
593279,35050,83,0.73,0.49,0.32,flight booking & restaurant visit & online shopping,Basic
743380,44389,91,0.97,0.56,0.28,international travel & online shopping,Gold
891841,21942,90,0.57,0.4,0.03,international travel & online shopping,Basic
1028396,47837,77,0.24,0.14,0.08,hotel stay,Gold
599205,72242,51,0.84,0.46,0.48,international travel & fine dining & online shopping,Basic
1173172,63705,34,0.85,0.2,0.13,electronics purchase,Gold
732219,78040,20,0.73,0.26,0.19,online shopping,Gold
794658,43942,63,0.62,0.16,0.25,online shopping,Gold
613197,76921,51,0.87,0.25,0.49,fine dining & online shopping,Basic
200000,46133,34,0.16,0.41,0.34,flight booking & fine dining,Basic
1021011,79431,13,0.93,0.07,0.31,restaurant visit & electronics purchase,Gold
984210,49562,69,0.95,0.06,0.26,online shopping,Gold
729668,64144,63,0.87,0.41,0.35,international travel & restaurant visit & electronics purchase,Gold
816747,79502,68,0.25,0.47,0.33,flight booking & fine dining,Gold
928984,46131,12,0.86,0.33,0.45,international travel & restaurant visit & online shopping,Gold
409363,54367,56,0.5,0.11,0.27,flight booking,Basic
667736,75777,22,0.59,0.26,0.21,electronics purchase,Basic
998566,47339,95,0.84,0.45,0.4,international travel & restaurant visit & online shopping,Gold
486427,23582,86,0.03,0.41,0.4,international travel & restaurant visit,Basic
873389,92860,62,0.36,0.07,0.08,fine dining,Gold
460854,40604,53,0.82,0.58,0.12,flight booking & online shopping,Basic
916607,53175,36,0.81,0.13,0.48,fine dining & online shopping,Gold
791089,73120,52,0.85,0.13,0.22,online shopping,Gold
396217,37830,49,0.17,0.28,0.26,international travel,Basic
1091184,29842,58,0.71,0.2,0.16,electronics purchase,Basic
616352,55074,89,0.15,0.59,0.24,hotel stay,Basic
597436,14138,50,0.79,0.05,0.37,restaurant visit & electronics purchase,Basic
850142,44241,35,0.25,0.18,0.24,hotel stay,Gold
1087159,54900,41,0.74,0.23,0.16,electronics purchase,Gold
546044,44600,20,0.46,0.3,0.05,online shopping,Basic
815419,19130,50,0.99,0.01,0.46,restaurant visit & online shopping,Basic
